Trip Start Timestamp,Trip Miles,Fare,Trips Pooled
05/25/2019,5.8,11.491987638148915,363376
05/26/2019,5.9,11.241871905647882,317110
05/27/2019,6.7,12.067590002152058,227689
05/28/2019,6.8,12.526667673944247,264740
05/29/2019,6.4,11.597468169460371,260049
05/30/2019,6.5,12.337859789837048,295485
05/31/2019,6.1,13.140491619927959,364794
06/01/2019,5.6,11.667782987273945,392659
06/02/2019,6.4,12.107379360137473,306097
06/03/2019,7.0,13.539982728188657,264014
06/04/2019,6.6,13.003091347806163,279328
06/05/2019,6.4,13.065692167671965,288969
06/06/2019,6.5,13.191164514975123,307510
06/07/2019,6.2,13.543901162440193,364922
06/08/2019,5.8,12.252275943969676,390717
06/09/2019,6.8,14.070250739609098,309285
06/10/2019,6.9,13.706321693353972,264233
06/11/2019,6.5,12.731054011767558,272274
06/12/2019,6.3,12.502386988443684,303730
06/13/2019,6.5,13.200843805988839,311446
06/14/2019,6.1,14.166208726198051,380326
06/15/2019,5.7,13.568098350451292,401625
06/16/2019,6.8,14.478344553771794,289650
06/17/2019,7.0,13.345716716807974,263256
06/18/2019,6.4,12.681147909157638,273837
06/19/2019,6.4,13.165814260680243,301304
06/20/2019,6.5,13.354266306008433,310913
06/21/2019,6.2,13.918457084543014,366488
06/22/2019,5.8,13.102967575594227,393284
06/23/2019,6.6,13.346071221337715,306762
06/24/2019,7.1,13.627304516755707,257375
06/25/2019,6.6,13.2467443416823,273447
06/26/2019,6.5,13.535946702381566,291195
06/27/2019,6.5,13.69407867106887,309542
06/28/2019,6.1,12.79646132646607,354144
06/29/2019,5.7,12.1836723728045,381519
06/30/2019,6.3,14.039415165306109,308942
07/01/2019,6.4,11.630825509599932,236460
07/02/2019,5.8,10.930812580170822,255704
07/03/2019,6.2,11.581967213114754,279685
07/04/2019,6.0,11.146021153758626,285623
07/05/2019,5.7,10.825571745534229,291607
07/06/2019,5.8,10.968101264997604,306799
07/07/2019,7.0,12.052239382836294,258732
07/08/2019,7.3,12.785238619019603,234558
07/09/2019,6.5,11.843130760486436,244554
07/10/2019,6.2,11.663435914284671,273930
07/11/2019,6.5,12.348303021525177,289986
07/12/2019,6.2,12.258902766744976,355003
07/13/2019,5.6,11.459685033043408,398264
07/14/2019,6.6,12.020028286703624,307565
07/15/2019,7.0,12.864933222706956,261541
07/16/2019,6.4,11.978438910245696,269235
07/17/2019,6.4,12.143662913367733,287214
07/18/2019,6.3,12.473036804992431,324332
07/19/2019,6.1,12.186983216409709,389428
07/20/2019,5.6,11.373827909209552,414537
07/21/2019,6.6,12.182150801070243,310210
07/22/2019,7.2,12.942495749580987,248799
07/23/2019,6.6,11.934823558460074,251103
07/24/2019,6.6,12.112011237972676,267308
07/25/2019,6.5,12.308812355411429,294802
07/26/2019,6.2,11.856670878744801,341874
07/27/2019,5.7,11.452474921887847,389184
07/28/2019,6.6,11.941157861436254,300295
07/29/2019,6.8,12.29743741215294,245455
07/30/2019,6.6,11.921358562592616,248336
07/31/2019,6.5,12.052362331358851,276697
08/01/2019,6.6,12.378002643475596,313224
08/02/2019,6.2,12.061351955094456,367527
08/03/2019,5.8,11.461620147553406,394569
08/04/2019,6.6,12.020122832705446,323041
08/05/2019,7.0,13.002167244230196,271543
08/06/2019,6.5,11.931508237985395,261411
08/07/2019,6.6,12.076417491259437,276298
08/08/2019,6.5,12.345135601586076,301877
08/09/2019,6.2,11.882069834709571,352289
08/10/2019,5.7,11.229690970125577,390836
08/11/2019,6.7,12.24870524695046,292913
08/12/2019,6.8,12.401605989065606,257536
08/13/2019,6.6,11.81362857783185,249872
08/14/2019,6.5,11.833049010066547,266129
08/15/2019,6.6,12.234600329625052,291240
08/16/2019,6.3,11.799403605659649,344403
08/17/2019,5.7,11.024962731285259,376321
08/18/2019,6.7,11.650577862085924,284670
08/19/2019,7.3,12.783540970323103,246825
08/20/2019,6.5,11.805327720665756,262739
08/21/2019,6.6,12.297424640322586,273787
08/22/2019,6.7,12.498415176539218,296563
08/23/2019,6.3,12.024620337221388,346360
08/24/2019,5.8,11.357642394706227,377350
08/25/2019,6.9,12.090996349776853,285463
08/26/2019,6.9,12.472407052138226,247074
08/27/2019,6.6,11.847019992061668,239345
08/28/2019,6.6,11.924399237932277,252471
08/29/2019,6.7,12.473307314977264,279290
08/30/2019,6.5,12.350410841862241,330054
08/31/2019,5.9,11.392166192720526,354119
09/01/2019,5.9,11.113365848086083,315139
09/02/2019,7.1,12.335587608412981,223797
09/03/2019,6.9,12.669866675563303,239791
09/04/2019,6.4,11.807506845432836,239941
09/05/2019,6.4,12.364352479890625,282331
09/06/2019,6.2,11.908035306082462,321531
09/07/2019,5.7,10.992584745762712,356360
09/08/2019,6.9,11.894206108439776,277223
09/09/2019,7.3,13.025844099081304,237946
09/10/2019,6.5,12.050797105712101,254985
09/11/2019,6.5,12.158644904295359,273132
09/12/2019,6.8,12.88305364150002,296636
09/13/2019,6.5,12.849614343980939,371445
09/14/2019,5.9,11.709149766325087,396491
09/15/2019,6.9,12.29650340433466,311074
09/16/2019,7.2,13.154449951151596,252823
09/17/2019,6.7,12.427995848967469,258249
09/18/2019,6.8,12.770589108176287,269560
09/19/2019,6.8,12.927244234002356,297997
09/20/2019,6.4,12.607839128608661,359517
09/21/2019,5.7,11.309470478683244,397340
09/22/2019,6.6,12.057565908626901,303678
09/23/2019,7.2,13.079034083211807,250974
09/24/2019,6.7,12.375676291136954,254698
09/25/2019,6.8,12.732543686480953,273540
09/26/2019,6.8,12.805942553184317,296657
09/27/2019,5.8,12.066251140728793,376952
09/28/2019,6.1,11.646526170727268,384590
09/29/2019,6.8,12.068608492062697,299409
09/30/2019,7.2,12.840257052878036,242596
10/01/2019,6.8,12.050010315993026,247189
10/02/2019,6.6,12.284129290061,273277
10/03/2019,6.9,12.567872636291444,288371
10/04/2019,6.6,12.256744560979243,342387
10/05/2019,5.8,11.047058479096358,375724
10/06/2019,7.2,12.104138507154458,278917
10/07/2019,7.5,12.976869100713505,236999
10/08/2019,6.8,12.202185563557193,238840
10/09/2019,6.9,12.338423670867392,250671
10/10/2019,6.9,12.819174004292384,294941
10/11/2019,6.3,12.391670122165162,376212
10/12/2019,6.0,11.171435653534524,387295
10/13/2019,7.0,12.070614630181896,290386
10/14/2019,7.5,13.16646930782614,260946
10/15/2019,6.8,12.478059095417205,267195
10/16/2019,6.7,12.298808480813037,285350
10/17/2019,6.9,12.737649628574728,311772
10/18/2019,6.6,12.64504075626263,368655
10/19/2019,6.1,11.638937686635305,388793
10/20/2019,7.1,12.367409151760512,309995
10/21/2019,7.3,12.872963091136155,265844
10/22/2019,6.6,12.032584439789896,277388
10/23/2019,7.0,12.712506942329398,279085
10/24/2019,6.9,12.494386337158217,307286
10/25/2019,6.5,12.046937056366587,370379
10/26/2019,5.4,11.256098169410346,461000
10/27/2019,7.0,12.601399691382078,320787
10/28/2019,7.3,12.699858046610018,251491
10/29/2019,6.6,11.895712917519127,268341
10/30/2019,6.2,12.033600347050575,297363
10/31/2019,6.0,11.31626175070199,327640
11/01/2019,6.1,11.629105294971611,387122
11/02/2019,5.7,10.674178002728304,392185
11/03/2019,6.9,11.620032266916162,302478
11/04/2019,7.4,12.759053597295992,248522
11/05/2019,6.7,12.064246410289863,260606
11/06/2019,6.6,12.067048462909936,277635
11/07/2019,6.6,12.62984562977017,324674
11/08/2019,6.2,11.84998046875,384000
11/09/2019,5.8,10.903765659305978,403993
11/10/2019,6.9,11.827316228613777,313052
11/11/2019,6.7,12.47944899254979,266167
11/12/2019,6.6,12.922520954623078,306257
11/13/2019,6.4,12.098401172537336,313167
11/14/2019,6.6,12.537744731225006,326072
11/15/2019,6.4,12.097068937939859,375120
11/16/2019,5.7,10.905126381762896,392343
11/17/2019,6.9,11.635872440111842,291126
11/18/2019,7.3,12.89111924484685,259550
11/19/2019,6.6,12.352795248722725,271085
11/20/2019,6.6,12.060460792728749,280777
11/21/2019,6.6,12.529785507030033,321550
11/22/2019,6.3,12.067435120923103,375776
11/23/2019,5.9,11.159113915729968,380325
11/24/2019,6.6,11.344699514216418,282842
11/25/2019,6.6,11.685335049069784,239353
11/26/2019,6.4,12.054571014895468,273506
11/27/2019,6.7,12.073455006029738,296863
11/28/2019,7.6,12.765692961885394,205538
11/29/2019,6.6,11.543303536503518,242867
11/30/2019,6.4,11.487426663578817,310896
12/01/2019,7.5,12.653309757051788,260714
12/02/2019,7.5,12.966248309559693,271379
12/03/2019,6.7,12.16862965705822,280864
12/04/2019,6.6,12.260193963760832,294488
12/05/2019,6.7,12.911487478908972,329524
12/06/2019,6.2,12.099611841825544,399837
12/07/2019,5.7,11.198810109883807,418442
12/08/2019,6.8,11.574389349979901,296037
12/09/2019,7.1,12.496446175893162,260283
12/10/2019,6.4,11.662271630472251,290100
12/11/2019,6.4,12.000193091541617,308144
12/12/2019,6.6,12.438509172120575,334928
12/13/2019,6.3,12.159388543491566,403561
12/14/2019,5.8,11.301620841217507,437057
12/15/2019,6.5,11.404637806150827,320023
12/16/2019,6.9,12.219204005560733,261836
12/17/2019,6.3,11.574672719556946,280417
12/18/2019,6.2,11.71071109817307,312601
12/19/2019,6.3,11.905243154661119,330737
12/20/2019,6.3,11.842848964226593,370303
12/21/2019,6.2,11.52742817768903,355565
12/22/2019,6.7,11.84719804572649,273452
12/23/2019,6.7,12.033220408846753,232899
12/24/2019,7.3,12.444595924959073,180808
12/25/2019,8.4,13.604089938280948,118926
12/26/2019,7.0,12.234697578172083,187503
12/27/2019,6.4,11.560012147976101,261772
12/28/2019,6.2,11.266857943048484,292073
12/29/2019,6.6,11.505266469131794,246370
12/30/2019,6.1,11.130053242395478,255999
12/31/2019,5.6,10.6564685104805,374839
